#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-09-03 15:14:52.438
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.5 V
#Negative Supply: ON
#Voltage: -3.5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.004999027777777778,0.001399219808428767,0.02486605126544997
-0.004997777777777777,0.005428378154618531,0.02989054737401721
-0.004996527777777778,0.009457536500808295,0.03290524503915755
-0.004995277777777777,0.01315093165148224,0.03658987551877353
-0.004994027777777778,0.01718008999767018,0.0385996739621995
-0.004992777777777777,0.0218807747348934,0.0422843044418164
-0.004991527777777778,0.02590993308108133,0.04697383414314369
-0.004990277777777778,0.02960332823175712,0.04998853180828616
-0.004989027777777777,0.03228943379588638,0.05333819588066615
-0.004987777777777778,0.03833317131516827,0.05735779276751812
-0.004986527777777777,0.04034775048826315,0.05936759121094501
-0.004985277777777778,0.04437690883445292,0.06238228887608536
-0.004984027777777777,0.04874183037615849,0.06640188576293915
-0.004982777777777778,0.05277098872234642,0.06975154983531578
-0.004981527777777777,0.05579285748199057,0.07276624750045765
-0.004980277777777777,0.06082930541472961,0.07611591157283765
-0.004979027777777778,0.06485846376091756,0.08013550845968961
-0.004977777777777777,0.06821609571607752,0.08281523971759397
-0.004976527777777778,0.07224525406226545,0.08683483660444591
-0.004975277777777777,0.07627441240845521,0.09051946708406189
-0.004974027777777778,0.08063933395016079,0.09453906397091569
-0.004972777777777777,0.08332543951428731,0.09654886241434257
-0.004971527777777778,0.08903341383805354,0.1002334928939569
-0.004970277777777777,0.09171951940218265,0.1032481905590989
-0.004969027777777777,0.09440562496631098,0.1062628882242409
-0.004967777777777778,0.09843478331249891,0.1099475187038552
-0.004966527777777777,0.1044785208317848,0.1136321491834726
-0.004965277777777778,0.1071646263959101,0.1166468468486115
-0.004964027777777777,0.1098507319600366,0.1189916116992762
-0.004962777777777778,0.1138798903062263,0.1223412757716544
-0.004961527777777777,0.1169017590658687,0.1263608726585082
-0.004960277777777778,0.1222739701941192,0.1297105367308848
-0.004959027777777777,0.1269746549313431,0.1323902679887889
-0.004957777777777777,0.1303322868865035,0.1360748984684067
-0.004956527777777778,0.1353687348192384,0.1400944953552587
-0.004955277777777777,0.1357044980147542,0.1414343609842099
-0.004954027777777778,0.1400694195564598,0.1444490586493503
-0.004952777777777777,0.1440985779026496,0.1491385883506797
-0.004951527777777778,0.1484634994443532,0.1521532860158187
-0.004950277777777777,0.1518211313995133,0.1544980508664847
-0.004949027777777778,0.1568575793322482,0.1578477149388614
-0.004947777777777778,0.1598794480918928,0.1608624126040032
-0.004946527777777777,0.163908606438084,0.1642120766763831
-0.004945277777777778,0.1669304751977249,0.1678967071559974
-0.004944027777777777,0.1709596335439147,0.1719163040428512
-0.004942777777777778,0.1746530286945886,0.1739261024862781
-0.004941527777777777,0.1790179502362942,0.1769408001514184
-0.004940277777777778,0.1803610030183568,0.1796205314093197
-0.004939027777777777,0.1870762669286737,0.1839750947034126
-0.004937777777777778,0.1890908461017677,0.1853149603323632
